Unit Cell Height,Base Length ,Side Length,Structure Height,Structure Length,Material,Young's Modulus,Density,Poisson's Ratio,Boundary Conditions,Frequency #,Hexagonal Eigenfrequency (Hz),Auxetic Eigenfrequency 
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,FNF,8,2605.075116810049,5908.672054644287
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,FNF,9,3074.3026868157244,5926.846869466485
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,FNF,10,3180.7432046925987,6168.446817335693
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNF,1,211.54251943294352,639.2150182290522
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNF,2,312.5455338625747,649.2864198022354
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNF,3,878.6621649948765,688.649156470706
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNF,4,1075.260875911192,2222.1157378962057
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNF,5,1475.0238167838243,2477.764035408907
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNF,6,1652.3697889449825,2766.2433619795206
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNF,7,1989.2307027601273,3081.1230247130707
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNF,8,2024.2573070804442,3254.051012568978
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNF,9,2385.643774686802,3415.838873852255
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNF,10,2635.81825484175,3892.3154243095373
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNN,1,444.0738740051758,628.2752231899937
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNN,2,956.8885032974426,1413.9346167119393
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNN,3,1546.7286916459145,1615.772977488705
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNN,4,1559.1156986962824,1673.7183350683301
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNN,5,1722.1987931577776,2480.2995683649797
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNN,6,1764.943647708743,2497.0983780617057
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNN,7,2128.4840103875254,2754.8612867858706
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNN,8,2287.30329345335,2974.169978563362
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNN,9,2627.69268734218,3136.4561689680163
13.00,16.00,8.50,72,162.80,GFRP_High,"6,00E+10",2100,0.3,NNN,10,2778.439453472449,3702.6570725217925
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,FNF,1,214.39620272191664,1087.2073722255398
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,FNF,2,780.3760223297232,2401.3843178895045
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,FNF,3,979.8444927584919,2538.586334920448
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,FNF,4,1154.0412958442964,2673.8470202073086
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,FNF,5,1215.2009186147457,2856.975626116293
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,FNF,6,1234.7120242158169,3302.7977313090946
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,FNF,7,1399.150884004434,3414.6924855225484
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,FNF,8,1606.121310902861,3640.551299203925
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,FNF,9,1896.1978387024774,3736.504518296588
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,FNF,10,1998.289961961611,3789.6829441568425
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNF,1,131.17409444691157,404.18859986056714
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNF,2,197.80978295134904,413.1461420496497
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNF,3,542.4509280855218,424.2680981204312
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNF,4,678.9925215458765,1368.4016427479282
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNF,5,931.5308403303621,1565.3236159637627
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNF,6,1035.5808486404908,1699.4210215479636
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNF,7,1234.539135927173,1893.2506730490713
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNF,8,1251.5371021765998,2065.07657569885
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNF,9,1472.4329930795343,2099.765170864092
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNF,10,1622.6140700399758,2394.2257746873547
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNN,1,285.35756213859213,403.5277058666127
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNN,2,605.0792734643792,871.356143477349
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNN,3,953.1345648778603,1025.4855238660027
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNN,4,988.5442525468562,1031.7793524486879
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNN,5,1060.387530305245,1529.0816936820527
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNN,6,1125.2978996864535,1587.6118829749933
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNN,7,1349.4618024344377,1697.2205082271698
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNN,8,1409.6815588698717,1833.7440295221145
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNN,9,1613.9170997212277,1981.322613672984
13.00,16.00,8.50,72,162.80,GFRP_Low,"2,00E+10",1800,0.2,NNN,10,1712.2879579285031,2340.161534718839
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,FNF,1,1422.1408035479944,7351.2959466087905
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,FNF,2,5147.570669808235,16241.687131769975
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,FNF,3,6497.8802980830715,16667.640159788065
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,FNF,4,7634.181205384504,17573.492503482732
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,FNF,5,8201.387438764585,19338.700736904666
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,FNF,6,8316.816917782924,21791.583927526222
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,FNF,7,9412.684486070606,23144.831031925118
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,FNF,8,10852.742797909015,24615.52746465334
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,FNF,9,12807.544829550812,24691.243741974366
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,FNF,10,13250.976021353335,25697.74911187935
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNF,1,881.2861277450075,2662.969732684833
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNF,2,1302.064679645865,2704.927191310298
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNF,3,3660.506532695789,2868.9123498662652
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNF,4,4479.5367526718865,9257.334045797335
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNF,5,6144.949143043524,10322.364839434376
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNF,6,6883.772453035995,11524.16969840795
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNF,7,8287.135001968203,12835.958356491818
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNF,8,8433.055833606331,13556.37634485725
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNF,9,9938.591838392234,14230.384566199837
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNF,10,10980.818709300758,16215.385850012346
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNN,1,1850.011737312832,2617.3945472370783
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNN,2,3986.397455018098,5890.4515380293815
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNN,3,6443.671647162926,6731.310138516259
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNN,4,6495.275918207239,6972.710494485215
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNN,5,7174.680080561962,10332.92786941194
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNN,6,7352.755142799949,10402.911710114728
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNN,7,8867.26427407183,11476.751973941704
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNN,8,9528.905398778232,12390.391971952178
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNN,9,10946.967595481237,13066.476232647234
13.00,16.00,8.50,72,162.80,Graphene,1.1E+12,2250,0.3,NNN,10,11574.978615124273,15425.269166743194
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,FNF,1,601.186385720413,3140.569830485217
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,FNF,2,2168.031367902538,6940.1195772801475
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,FNF,3,2744.03675549461,7000.943967323898
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,FNF,4,3220.2178749455425,7383.463950394806
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,FNF,5,3501.1863915735926,8270.316500752266
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,FNF,6,3546.867859301087,9168.50227642124
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,FNF,7,4011.343745670585,9909.709395623577
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,FNF,8,4634.597428963483,10349.082196822497
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,FNF,9,5465.10382784278,10577.202465763652
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,FNF,10,5593.109324751621,11006.469527202677
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNF,1,375.80170654650874,1120.4928047529634
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNF,2,548.7012332392367,1135.7247110326452
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNF,3,1561.9807009866488,1225.7759966035344
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNF,4,1887.5032757124056,3956.7558121353404
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNF,5,2590.628167208846,4343.122839464961
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNF,6,2909.458923155785,4936.654269109283
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNF,7,3528.5519361259335,5497.505009227712
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNF,8,3597.2985374702544,5696.435808817222
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNF,9,4241.529074539085,6092.515385218988
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNF,10,4693.668082127103,6863.625486763045
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNN,1,772.3183503529144,1093.3129734631768
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNN,2,1676.7473832986277,2516.1872316984
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNN,3,2727.136530067155,2828.3276787215714
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNN,4,2751.8218815836367,2977.580043589252
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNN,5,3065.8847546832435,4370.795049580465
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNN,6,3082.386518392965,4412.170093817126
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNN,7,3724.4302849759188,4903.624791440062
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNN,8,4068.985205887619,5289.800294114229
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNN,9,4687.468357869578,5495.949060459989
13.00,16.00,8.50,72,162.80,Kevlar,"1,25E+11",1440,0.35,NNN,10,4942.76215840519,6490.908423550419
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,FNF,1,110.23732352355117,579.645003179638
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,FNF,2,396.46688629442883,1277.8901453681758
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,FNF,3,502.6146612580624,1281.1616154799706
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,FNF,4,589.4768631613173,1347.831632265818
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,FNF,5,646.0079901852731,1527.8343948782442
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,FNF,6,654.021826988055,1674.6934115396389
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,FNF,7,739.320207439766,1832.4863810830086
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,FNF,8,855.222819944883,1889.5055976534047
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,FNF,9,1007.2549641718698,1956.7047835480685
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,FNF,10,1024.4310545494538,2035.8116987770982
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNF,1,69.3492150367011,204.76015054824026
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNF,2,100.45048778701253,207.34977204775026
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNF,3,288.08808317835593,226.2615457337022
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNF,4,345.30966738719417,730.5888508185942
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNF,5,474.22090014748267,793.4225950756316
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNF,6,533.0966846300636,913.2929738180123
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNF,7,650.0854001744689,1016.8750527975011
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNF,8,663.4467392175645,1040.3002288595906
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNF,9,782.3610029603275,1126.5846350846832
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNF,10,866.6852043777508,1253.451120719433
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNN,1,140.4604488346982,198.93809382597968
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNN,2,306.2751632892273,464.3676280658792
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNN,3,497.49141203183086,516.488461682957
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNN,4,507.74996104035614,549.3748609370209
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNN,5,562.0746730439811,798.4323259246083
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNN,6,565.9634908791078,814.0015163168669
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNN,7,679.6830102029392,905.1650283216413
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNN,8,750.7234903600634,975.743493119197
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNN,9,866.713231819461,1003.6708875520786
13.00,16.00,8.50,72,162.80,PET,"4,00E+09",1380,0.38,NNN,10,911.9455620052145,1186.075212961636
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,FNF,1,84.9043302419919,447.4159370939347
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,FNF,2,305.0440571819335,982.5764194460628
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,FNF,3,386.92801651651644,988.9672414492752
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,FNF,4,453.7124009805109,1036.3543270714579
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,FNF,5,498.60947104551065,1179.7553900924065
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,FNF,6,504.68365321352667,1287.8724012077587
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,FNF,7,570.4109903756702,1415.5539899751652
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,FNF,8,660.0977437423087,1452.8521860711953
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,FNF,9,776.8756479082666,1511.7452645880721
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,FNF,10,788.8003284210388,1572.7669499330052
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNF,1,53.53986688845335,157.50452140579716
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNF,2,77.32862185375684,159.45538261711746
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNF,3,222.32045426425756,174.65413349435997
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNF,4,265.7282487739222,564.0216003159607
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNF,5,365.02228995676813,610.2055878481141
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNF,6,410.42609948476667,705.6326933410872
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNF,7,501.51507803685263,785.6066612573243
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNF,8,511.9950355878518,800.0618009178954
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNF,9,603.7699338409336,870.2550208597316
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNF,10,669.1030551635909,963.9341949405948
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNN,1,107.86838039826421,152.80699900760067
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNN,2,235.54158068998208,358.42482785001545
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNN,3,382.4112024504728,397.20516676894357
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNN,4,391.8824636534322,423.993292553601
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNN,5,432.04652592993614,614.1537083576951
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNN,6,436.8894583579468,628.2054148596687
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNN,7,522.5442288111167,698.7188915137054
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNN,8,579.3907134260571,752.9712264444752
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNN,9,669.4699403303418,771.7845286132302
13.00,16.00,8.50,72,162.80,Polycarbonate,2.4E+9,1400,0.39,NNN,10,703.8223884336528,912.2970605499237
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,FNF,1,28.764214045501724,148.68728149008058
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,FNF,2,104.11474313677458,328.50429691476035
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,FNF,3,131.42610010118048,337.11962110259014
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,FNF,4,154.40891756291492,355.4413868690708
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,FNF,5,165.8812284988064,391.14448131278607
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,FNF,6,168.21590466578286,440.7564866040044
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,FNF,7,190.3809175794697,468.1272569532516
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,FNF,8,219.507531053009,497.87355693424956
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,FNF,9,259.0453488790026,499.40499404564855
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,FNF,10,268.0141863315597,519.7625675047772
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,1,17.824889531408928,53.861214844703674
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,2,26.335554835687457,54.709846238056194
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,3,74.03739001943187,58.02660937209925
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,4,90.60309187097903,187.23880021834873
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,5,124.28771601188542,208.78010865802003
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,6,139.23115322917016,233.08780876816792
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,7,167.61555835382129,259.6200407547816
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,8,170.56695249512987,274.1912120206746
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,9,201.01791751421183,287.8236995183922
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNF,10,222.09799390489394,327.97232729435234
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,1,37.41832977621108,52.93941136121961
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,2,80.62885847787676,119.1402485134614
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,3,130.32967614657375,136.14745109808436
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,4,131.37342392800383,141.0300136908713
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,5,145.11504970155607,208.993756452808
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,6,148.71679517931528,210.40924933721536
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,7,179.34925061982506,232.12873807812852
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,8,192.73160127457814,250.60801689994838
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,9,221.413321415395,264.28249437517496
13.00,16.00,8.50,72,162.80,Polyurethane_Foam,"1,00E+07",50,0.3,NNN,10,234.11546970636874,311.99143052994776
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,FNF,1,336.1699918732187,1759.9430652442766
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,FNF,2,1211.2822215387696,3889.371520427135
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,FNF,3,1533.9197343620738,3909.1301570941864
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,FNF,4,1799.7277920589836,4122.847128838518
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,FNF,5,1961.800654784099,4635.876206617493
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,FNF,6,1986.9838396716384,5120.738736968178
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,FNF,7,2246.842664663225,5556.486818294893
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,FNF,8,2596.991157600201,5779.26693972279
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,FNF,9,3061.457888079542,5931.495792245964
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,FNF,10,3126.3295504541247,6171.942867590159
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,NNF,1,210.56177086946468,625.8799573483577
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,NNF,2,306.64861739996365,634.1728031467351
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,NNF,3,875.1102305772345,686.9340299183235
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,NNF,4,1054.6812610734,2217.6025996279986
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,NNF,5,1447.8122658855732,2425.7867929100407
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,NNF,6,1626.6026767316584,2768.411703213111
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,NNF,7,1976.135019280305,3082.7689442696847
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,NNF,8,2015.3525769288472,3181.163004613261
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,NNF,9,2376.412267990049,3416.105811995943
13.00,16.00,8.50,72,162.80,Ti6Al4V,"1,20E+11",4430,0.36,NNF,10,2630.6365967890206,3833.0692592270047
